 1073741824;1;16;2;0
 1073741824;2;16;2;0
 1073741824;4;15;2;0
 1073741824;8;15;2;0
 1073741824;16;14;2;0
 1073741824;32;14;2;0
 1073741824;64;13;2;0
 1073741824;128;13;2;0
 1073741824;256;12;2;0
 1073741824;512;12;2;0
 1073741824;1024;11;2;0
 1073741824;2048;11;2;0
 1073741824;4096;10;2;0
 1073741824;8192;10;2;0
 1073741824;16384;9;2;0
 1073741824;32768;9;2;0
 1073741824;65536;8;2;0
 1073741824;131072;8;2;0
 1073741824;262144;7;2;0
 1073741824;524288;7;2;0
 1073741824;1048576;6;2;0
 1073741824;2097152;6;2;0
 1073741824;4194304;5;2;1035993088
 1073741824;8388608;5;2;1006632960
 1073741824;16777216;4;2;956301312
