 1073741824;1;16;2;1072955392
 1073741824;2;16;2;1072234496
 1073741824;4;15;2;1072201728
 1073741824;8;15;2;1071120384
 1073741824;16;14;2;1071251456
 1073741824;32;14;2;1069105152
 1073741824;64;13;2;1069219840
 1073741824;128;13;2;1066000384
 1073741824;256;12;2;1065934848
 1073741824;512;12;2;1059753984
 1073741824;1024;11;2;1059702784
 1073741824;2048;11;2;1048725504
 1073741824;4096;10;2;1048650752
 1073741824;8192;10;2;1029121024
 1073741824;16384;9;2;1029292544
 1073741824;32768;9;2;996538368
 1073741824;65536;8;2;996607488
 1073741824;131072;8;2;942458112
 1073741824;262144;7;2;942377216
 1073741824;524288;7;2;856752128
 1073741824;1048576;6;2;856340672
 1073741824;2097152;6;2;728139392
 1073741824;4194304;5;2;710552384
 1073741824;8388608;5;2;577354304
 1073741824;16777216;4;2;579527760
 1073741824;65536;8;2;996607488
 1073741824;16777216;4;2;579527760
 1073741824;4194304;5;2;727771328
 1073741824;8388608;5;2;552670400
 1073741824;16777216;4;2;554443376
 1073741824;4194304;5;2;727771328
 1073741824;8388608;5;2;552670400
 1073741824;16777216;4;2;554443376
