D; 27;1;15;2;0.540972;0.154018;1.76311;0.110865;0;2.60806
D; 27;2;14;2;0.536919;0.149965;1.47891;0.101089;0;2.30312
D; 27;4;14;2;0.541925;0.154972;2.48504;0.109911;0;3.3319
D; 27;8;13;2;0.542879;0.146151;2.54107;0.106096;0;3.37315
D; 27;16;13;2;0.54121;0.149012;1.95098;0.105143;0;2.78211
D; 27;32;12;2;0.540972;0.143051;1.69301;0.0989437;0;2.50888
D; 27;64;12;2;0.538111;0.156879;1.63794;0.112057;0;2.48504
D; 27;128;11;2;0.545979;0.160933;1.58691;0.109911;0;2.44093
D; 27;256;11;2;0.546217;0.167847;1.39904;0.109911;0;2.25806
D; 27;512;10;2;0.547886;0.164986;1.64795;0.105143;0;2.50101
D; 27;1024;10;2;0.549078;0.175953;1.41191;0.111103;0;2.28596
D; 27;2048;9;2;0.566959;0.208139;1.84894;0.120878;0;2.78592
D; 27;4096;9;2;0.570059;0.187874;1.30892;0.105143;0;2.20799
D; 27;8192;8;2;0.575066;0.257015;1.56593;0.112057;0;2.54703
D; 27;16384;8;2;0.578165;0.254869;1.37997;0.115156;0;2.3632
D; 27;32768;7;2;0.613928;0.324011;1.79195;0.11301;0;2.88296
D; 27;65536;7;2;0.605106;0.388861;2.00987;0.12207;0;3.16691
D; 27;131072;6;2;0.727177;0.67091;2.03204;0.114918;0;3.58415
D; 27;262144;6;2;0.727892;0.614166;2.12193;0.127077;0;3.62897
B; 27;524288;5;2;0.97084;1.16706;0.0481606;0.174999;0;2.38991
B; 27;1048576;5;2;0.967026;1.2238;0.123978;0.296116;0;2.63691
B; 27;2097152;4;2;1.1251;2.29001;0.211954;0.490904;0;4.14395
B; 27;4194304;4;2;1.12891;2.37513;0.612974;0.787973;0;4.93503
B; 27;8388608;3;2;1.27292;4.64106;1.11985;1.44005;0;8.5001
B; 27;16777216;3;2;1.27006;4.74095;3.76296;2.50292;0;12.3031
