D; 26;1;14;2;0.286102;0.156879;1.77693;0.102997;0;2.35796
D; 26;2;14;2;0.28491;0.145912;1.80197;0.104189;0;2.37393
D; 26;4;13;2;0.28801;0.147104;1.66297;0.108957;0;2.24209
D; 26;8;13;2;0.291109;0.16284;1.66893;0.108004;0;2.285
D; 26;16;12;2;0.290871;0.144958;1.64199;0.111103;0;2.22588
D; 26;32;12;2;0.290155;0.149965;1.67298;0.110865;0;2.26092
D; 26;64;11;2;0.288963;0.159979;1.62005;0.109911;0;2.21586
D; 26;128;11;2;0.290871;0.151157;1.60408;0.121117;0;2.20299
D; 26;256;10;2;0.290155;0.156879;1.64199;0.123024;0;2.24805
D; 26;512;10;2;0.289917;0.154018;1.58906;0.145912;0;2.21491
D; 26;1024;9;2;0.300169;0.175953;1.64104;0.133038;0;2.2862
D; 26;2048;9;2;0.29707;0.172853;1.5049;0.1719;0;2.18582
D; 26;4096;8;2;0.303984;0.198126;1.4329;0.17786;0;2.15387
D; 26;8192;8;2;0.303984;0.190973;1.46604;0.313997;0;2.31385
D; 26;16384;7;2;0.313044;0.236988;1.50895;0.311136;0;2.40612
D; 26;32768;7;2;0.317097;0.249863;1.57595;0.51713;0;2.69604
D; 26;65536;6;2;0.377178;0.339031;1.47009;0.51403;0;2.73609
D; 26;131072;6;2;0.372887;0.337839;1.58787;0.913858;0;3.24988
B; 26;262144;5;2;0.507116;0.665903;1.64413;6.70004;0;9.54509
B; 26;524288;5;2;0.50807;0.663996;1.64413;6.68788;0;9.53102
B; 26;1048576;4;2;0.58198;1.18709;3.03698;6.70314;0;11.538
B; 26;2097152;4;2;0.582933;1.19114;3.04103;6.71601;0;11.5581
B; 26;4194304;3;2;0.646114;2.27189;5.898;6.69098;0;15.5351
B; 26;8388608;3;2;0.653028;2.27785;5.90396;6.70505;0;15.568
B; 26;16777216;2;2;0.843048;4.45199;11.687;6.71005;0;23.7191
