D; 27;1;15;2;0.557899;0.168085;3.00694;0.11301;0;3.89695
D; 27;2;14;2;0.563145;0.152826;1.6551;0.109196;0;2.51508
D; 27;4;14;2;0.574827;0.168085;2.22588;0.109196;0;3.11399
D; 27;8;13;2;0.566959;0.159025;2.28381;0.123978;0;3.17502
D; 27;16;13;2;0.565052;0.164986;2.11787;0.110865;0;2.99692
D; 27;32;12;2;0.560045;0.171185;1.99914;0.113964;0;2.88415
D; 27;64;12;2;0.566959;0.172853;2.08902;0.115871;0;2.98381
D; 27;128;11;2;0.56386;0.164032;2.49195;0.108004;0;3.38197
D; 27;256;11;2;0.564098;0.161886;1.97601;0.110865;0;2.84886
D; 27;512;10;2;0.567913;0.178099;1.9989;0.113964;0;2.89392
D; 27;1024;10;2;0.570059;0.188828;1.99199;0.106096;0;2.89392
D; 27;2048;9;2;0.58198;0.190973;2.02107;0.112057;0;2.9459
D; 27;4096;9;2;0.586033;0.205994;2.00391;0.109911;0;2.94614
D; 27;8192;8;2;0.610113;0.254869;2.03896;0.109911;0;3.0539
D; 27;16384;8;2;0.596046;0.250101;1.88589;0.118017;0;2.89416
D; 27;32768;7;2;0.62108;0.374079;2.17295;0.123024;0;3.33309
D; 27;65536;7;2;0.622988;0.369787;2.13885;0.114918;0;3.29781
D; 27;131072;6;2;0.80514;0.701904;2.09594;0.13113;0;3.77512
D; 27;262144;6;2;0.809908;0.69809;2.32697;0.145912;0;4.02188
B; 27;524288;5;2;1.04809;1.37901;0.632048;0.516891;0;3.60894
B; 27;1048576;5;2;1.05286;1.37115;0.631094;0.494957;0;3.57985
B; 27;2097152;4;2;1.22499;2.53606;0.544071;0.551939;0;4.8871
B; 27;4194304;4;2;1.21903;2.66004;1.92904;1.1971;0;7.03597
B; 27;8388608;3;2;1.40595;5.08809;11.2391;8.51989;0;26.283
B; 27;16777216;3;2;1.40595;5.08904;11.2488;8.53205;0;26.3081
