D; 30;1;16;2;4.354;0.150919;2.33483;0.108004;0;7.13706
D; 30;2;16;2;4.38881;0.159979;2.47002;0.110149;0;7.411
D; 30;4;15;2;4.18091;0.154972;2.1441;0.115156;0;6.81806
D; 30;8;15;2;4.17495;0.160933;2.424;0.118971;0;7.13682
D; 30;16;14;2;4.19903;0.161171;1.80101;0.108004;0;6.46806
D; 30;32;14;2;4.19617;0.340939;1.86682;0.113964;0;6.82998
D; 30;64;13;2;4.20308;0.174046;1.80984;0.110149;0;6.5639
D; 30;128;13;2;4.2119;0.169039;2.86794;0.111103;0;7.62582
D; 30;256;12;2;4.27294;0.194073;2.01011;0.118971;0;6.86812
D; 30;512;12;2;4.25696;0.357151;1.87206;0.105858;0;6.94013
D; 30;1024;11;2;4.29797;0.211954;1.4801;0.108957;0;6.44994
D; 30;2048;11;2;4.29821;0.2141;1.6489;0.109911;0;6.6061
D; 30;4096;10;2;4.37593;0.300884;2.91204;0.115156;0;8.04687
D; 30;8192;10;2;4.37403;0.288963;2.04611;0.113964;0;7.12681
D; 30;16384;9;2;4.52518;0.51403;1.68109;0.111103;0;7.16615
D; 30;32768;9;2;4.54211;0.533104;2.36011;0.106812;0;7.87306
D; 30;65536;8;2;4.77409;0.977993;1.71113;0.110865;0;7.91097
D; 30;131072;8;2;4.78506;0.936031;2.20799;0.128031;0;8.38614
D; 30;262144;7;2;5.22208;1.67394;1.89304;0.120878;0;9.24611
D; 30;524288;7;2;5.20992;1.71399;2.33483;0.144958;0;9.69481
D; 30;1048576;6;2;6.40297;3.2661;2.66409;0.179052;0;12.738
D; 30;2097152;6;2;6.42395;3.40414;3.8712;0.339985;0;14.2989
B; 30;4194304;5;2;8.19302;9.30405;0.234127;0.936985;0;19.0051
B; 30;8388608;5;2;8.19087;9.76896;0.839949;1.688;0;20.745
B; 30;16777216;4;2;9.44591;19.3591;1.58596;3.31187;0;34.0331
D; 30;2097152;6;2;6.4218;3.36599;4.179;0.355959;0;14.668
B; 30;4194304;5;2;8.214;4.3292;0.828028;1.69206;0;15.3561
B; 30;8388608;5;2;8.20518;4.72999;1.70803;2.37203;0;17.39
B; 30;16777216;4;2;9.40418;8.96287;2.34389;3.9959;0;25.0871
D; 30;2097152;6;2;6.06298;2.96998;3.44491;0.319004;0;13.2141
B; 30;8388608;5;2;7.59411;4.55689;9.233;5.39708;0;27.143
B; 30;16777216;4;2;8.69012;8.7359;6.51908;6.48308;0;30.8111
B; 30;4194304;5;2;7.5829;3.84307;0.669003;1.51491;0;13.974
